"id","age","year","wrkstat","hrs1","marital","degree","sphrs1","postlife","sex","SIBS","agekdbrn","othlang","born","neisafe","hsbio","hschem","natspac","nextgen","grass","hrlax","colsci","fmi","numpets","trust","tvhours","sop","ssi","sphrs2","educ","moos","faos","realrinc","wordsum","rhs","Male","pres"
1108,70,2018,"working fulltime",40,"married","junior college",NA,"yes","male",3,25,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,30645,2,"can't be too careful",NA,47,38,NA,17,NA,38,9647,NA,NA,"male",39
512,70,2018,"working parttime",30,"married","bachelor",20,"yes","female",2,35,"yes","yes","very safe","yes","yes","about right","strongly agree",NA,3,"yes",NA,NA,NA,1,47,38,NA,16,64,73,NA,7,NA,"female",43
562,70,2018,"working parttime",25,"married","high school",NA,"yes","male",2,21,"no","yes","very safe","no","no","about right","strongly agree",NA,7,"no",54480,NA,"can't be too careful",6,64,82,NA,12,31,NA,1589,8,"good","male",31
85,70,2018,"working parttime",20,"separated","high school",NA,"no","male",5,25,"yes","no","very safe",NA,NA,NA,NA,"legal",4,NA,20430,1,"can't be too careful",NA,35,26,NA,12,35,NA,9647,NA,NA,"male",35
1806,70,2018,"working parttime",16,"married","graduate",NA,"yes","female",2,29,"yes","yes","very safe",NA,NA,NA,NA,"legal",4,NA,37455,1,"can trust",2,45,62,NA,17,39,NA,12485,8,NA,"female",74
1574,70,2018,"working parttime",10,"married","high school",NA,"yes","female",7,20,"no","yes","somewhat safe","yes","no","too much","agree",NA,10,"no",10782,NA,NA,5,45,50,NA,12,16,NA,2497,5,"good","female",24
217,70,2018,"retired",NA,"widowed","lt high school",NA,"yes","female",9,33,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,9647,1,"can't be too careful",NA,NA,NA,NA,7,NA,33,NA,NA,NA,"female",32
248,70,2018,"retired",NA,"widowed","high school",NA,"yes","male",2,22,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,20430,0,"can trust",NA,NA,NA,NA,13,NA,37,NA,NA,NA,"male",31
335,70,2018,"retired",NA,"married","graduate",NA,"yes","male",0,51,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,NA,"yes",72640,NA,NA,1,48,24,NA,18,47,43,30645,6,NA,"male",66
399,70,2018,"retired",NA,"divorced","high school",NA,NA,"male",3,21,"no","yes","very safe","yes","yes",NA,"strongly agree",NA,NA,"yes",24970,NA,NA,2,64,82,NA,12,NA,35,12485,8,NA,"male",70
473,70,2018,"retired",NA,"married","graduate",NA,"yes","female",4,35,"yes","yes","very safe","yes","no","about right","agree",NA,NA,"yes",54480,NA,NA,2,53,73,NA,16,46,63,NA,8,"good","female",52
476,70,2018,"retired",NA,"married","high school",20,"yes","male",9,23,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,54480,0,"can trust",4,64,82,NA,15,42,31,NA,9,NA,"male",59
479,70,2018,"retired",NA,"married","high school",40,"yes","female",3,21,"no","yes","very safe","yes","no",NA,"strongly agree",NA,NA,"no",54480,NA,NA,5,32,62,NA,12,NA,48,NA,4,NA,"female",38
548,70,2018,"retired",NA,"never married","lt high school",NA,"no","male",10,19,"no","yes","very safe","no","no",NA,"strongly agree",NA,NA,"no",7377,NA,NA,2,NA,NA,NA,11,27,29,NA,2,NA,"male",36
625,70,2018,"retired",NA,"married","graduate",NA,"yes","female",2,19,"no","yes","very safe","yes","no","too little","strongly agree",NA,NA,"yes",NA,NA,NA,1,26,28,NA,19,31,31,NA,7,"excellent","female",61
714,70,2018,"retired",NA,"divorced","high school",NA,"no","male",2,24,"no","no","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,3405,0,"can't be too careful",NA,NA,NA,NA,12,NA,53,NA,NA,NA,"male",45
860,70,2018,"retired",NA,"divorced","high school",NA,"yes","male",3,NA,"yes","no","very safe",NA,NA,"too much",NA,"not legal",NA,NA,37455,0,"can't be too careful",NA,NA,NA,NA,12,32,60,NA,NA,"good","male",59
893,70,2018,"retired",NA,"widowed","high school",NA,"yes","female",2,17,"yes","yes","very safe",NA,NA,"about right",NA,"legal",NA,NA,5107,1,"can't be too careful",NA,NA,NA,NA,12,54,43,NA,NA,"fair","female",41
933,70,2018,"retired",NA,"married","graduate",NA,"no","male",1,25,"no","yes","very safe","yes","yes","about right","strongly agree",NA,NA,"yes",37455,NA,NA,0,61,80,NA,19,45,31,NA,8,"good","male",63
958,70,2018,"retired",NA,"married","lt high school",NA,"yes","male",2,20,"no","yes","somewhat safe","no","no","too much","strongly agree",NA,NA,"no",1589,NA,NA,8,33,13,NA,9,27,46,NA,5,"fair","male",47
1042,70,2018,"retired",NA,"married","high school",NA,"yes","female",4,24,"no","yes","very safe","yes","no","too little","agree",NA,NA,"yes",72640,NA,NA,3,53,68,NA,14,24,45,NA,6,"good","female",45
1167,70,2018,"retired",NA,"divorced","bachelor",NA,"yes","male",6,24,"yes","yes","very safe","yes","no",NA,"strongly agree",NA,NA,"yes",119879,NA,NA,2,64,71,NA,16,31,44,NA,5,NA,"male",41
1187,70,2018,"retired",NA,"married","junior college",NA,"yes","female",2,25,"no","yes","very safe",NA,NA,NA,NA,NA,NA,NA,119879,0,"can't be too careful",3,51,78,NA,17,NA,31,NA,7,NA,"female",64
1268,70,2018,"retired",NA,"widowed","lt high school",NA,"yes","male",1,22,"yes","no","very safe",NA,NA,NA,"strongly agree","not legal",NA,"no",6242,NA,"can't be too careful",2,NA,NA,NA,5,NA,46,NA,2,"good","male",32
1288,70,2018,"retired",NA,"never married","bachelor",NA,"yes","female",4,NA,"no","yes","very safe","yes","yes","about right","agree","not legal",NA,"yes",20430,NA,"can trust",2,47,65,NA,17,NA,29,NA,6,"good","female",61
1310,70,2018,"retired",NA,"married","high school",NA,"yes","male",2,20,"no","yes","very safe","yes","no","about right","strongly agree","not legal",NA,"no",17025,NA,"can trust",5,46,60,NA,12,46,49,NA,9,"fair","male",59
1364,70,2018,"retired",NA,"married","high school",NA,"yes","male",4,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,24970,3,"can trust",NA,52,60,NA,12,28,45,7377,NA,NA,"male",50
1386,70,2018,"retired",NA,"divorced","bachelor",NA,"yes","female",3,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,9647,2,"can trust",NA,NA,NA,NA,16,52,50,NA,NA,NA,"female",58
1402,70,2018,"retired",NA,"married","high school",NA,NA,"male",1,22,"no","yes","somewhat safe","yes","no","too much","disagree","legal",NA,"no",10782,NA,"can't be too careful",5,46,52,NA,11,NA,NA,NA,NA,"poor","male",46
1516,70,2018,"retired",NA,"never married","high school",NA,"yes","male",8,17,"no","yes","very safe","yes","yes","about right","strongly agree","legal",NA,"no",12485,NA,"can't be too careful",6,NA,NA,NA,13,30,24,NA,5,"fair","male",49
1536,70,2018,"retired",NA,"married","junior college",NA,NA,"female",8,22,"yes","yes","somewhat safe",NA,NA,NA,NA,NA,NA,NA,24970,0,"can't be too careful",4,35,20,NA,15,39,25,NA,5,NA,"female",53
1575,70,2018,"retired",NA,"separated","graduate",NA,"yes","female",10,18,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",NA,NA,NA,0,"can't be too careful",NA,NA,NA,NA,18,33,59,NA,NA,NA,"female",61
1843,70,2018,"retired",NA,"never married","high school",NA,"yes","female",2,NA,"yes","yes","very safe","yes","yes","about right","strongly agree",NA,NA,"no",2951,NA,NA,4,NA,NA,NA,13,NA,47,NA,6,NA,"female",42
1976,70,2018,"retired",NA,"married","high school",NA,"yes","female",4,23,"yes","yes","somewhat safe","yes","yes","too little","strongly agree",NA,NA,"yes",37455,NA,NA,5,44,28,NA,12,46,28,NA,4,NA,"female",59
2057,70,2018,"retired",NA,"divorced","junior college",NA,"yes","female",3,19,"yes","yes","somewhat safe",NA,NA,NA,NA,"not legal",NA,NA,7377,0,"can trust",2,NA,NA,NA,14,NA,24,NA,9,NA,"female",48
2065,70,2018,"retired",NA,"widowed","high school",NA,"yes","female",2,NA,"no","yes","somewhat safe","yes","no",NA,"strongly agree","legal",NA,"yes",30645,NA,"can't be too careful",5,NA,NA,NA,14,NA,43,NA,2,"fair","female",60
333,70,2018,"school",NA,"divorced","graduate",NA,"yes","female",12,29,"yes","no","very safe","yes","yes","about right","disagree","not legal",NA,"yes",NA,NA,"depends",2,NA,NA,NA,19,NA,38,NA,4,"excellent","female",50
193,70,2018,"keeping house",NA,"divorced","lt high school",NA,"yes","male",5,26,"yes","no","very safe",NA,NA,"too much","strongly agree","not legal",NA,"no",227,NA,"can't be too careful",2,NA,NA,NA,6,NA,49,NA,2,"good","male",NA
328,70,2018,"other",NA,"widowed","high school",NA,"no","female",6,NA,"no","yes","very safe",NA,NA,"too much",NA,"legal",NA,NA,10782,0,"can't be too careful",NA,NA,NA,NA,14,25,18,NA,NA,"good","female",60
2041,71,2018,"working fulltime",64,"married","graduate",NA,"yes","male",2,24,"no","yes","very safe","yes","yes","too little","agree",NA,1,"yes",119879,NA,NA,2,49,56,NA,19,59,30,45400,8,"good","male",73
707,71,2018,"working fulltime",40,"married","high school",NA,"yes","male",9,25,"yes","yes","somewhat safe",NA,NA,NA,NA,"not legal",5,NA,72640,0,"can't be too careful",4,69,91,NA,12,NA,50,72640,8,NA,"male",49
1471,71,2018,"working parttime",25,"widowed","bachelor",NA,"yes","female",1,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,37455,2,"can trust",3,NA,NA,NA,17,45,NA,24970,7,NA,"female",49
37,71,2018,"working parttime",20,"widowed","graduate",NA,"no","female",1,20,"no","yes","very safe","yes","yes","about right","agree",NA,8,"yes",45400,NA,NA,2,NA,NA,NA,20,NA,34,NA,8,NA,"female",39
740,71,2018,"working parttime",20,"divorced","graduate",NA,"no","female",1,36,"yes","no","very safe","yes","yes","about right","strongly agree","not legal",3,"no",10782,NA,"can trust",1,NA,NA,NA,17,60,47,10782,5,"fair","female",50
1930,71,2018,"working parttime",20,"divorced","bachelor",NA,"yes","female",3,40,"no","yes","somewhat safe","no","no","too little","agree",NA,8,"no",24970,NA,NA,1,NA,NA,NA,16,32,35,NA,7,"excellent","female",46
682,71,2018,"temp not working",NA,"married","bachelor",NA,"yes","female",1,NA,"no","yes","somewhat safe","yes","yes","about right","agree","not legal",4,"yes",30645,NA,"can't be too careful",5,39,38,NA,15,61,24,17025,6,"good","female",38
5,71,2018,"retired",NA,"divorced","graduate",NA,"yes","male",3,NA,"no","yes","very safe",NA,NA,NA,"strongly disagree","not legal",NA,NA,119879,1,"can trust",NA,NA,NA,NA,18,35,45,NA,NA,NA,"male",53
81,71,2018,"retired",NA,"married","bachelor",NA,NA,"female",10,NA,"no","yes","somewhat safe","yes","yes","too little","strongly agree",NA,NA,"yes",45400,NA,NA,5,34,20,NA,16,NA,24,NA,10,"good","female",59
166,71,2018,"retired",NA,"never married","high school",NA,NA,"female",2,21,"no","yes","somewhat safe",NA,"no",NA,"strongly agree",NA,NA,"yes",NA,NA,"can trust",0,NA,NA,NA,13,47,31,NA,9,"fair","female",35
285,71,2018,"retired",NA,"divorced","bachelor",NA,"no","female",0,NA,"yes","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,30645,0,"can trust",NA,35,20,NA,16,NA,35,NA,NA,NA,"female",72
336,71,2018,"retired",NA,"married","high school",24,"yes","male",7,24,"no","yes","very safe","yes","no","too much","agree",NA,NA,"no",37455,NA,NA,3,64,82,NA,12,NA,27,NA,7,"excellent","male",72
400,71,2018,"retired",NA,"married","bachelor",NA,"yes","female",2,33,"yes","yes","very safe","yes","yes",NA,"strongly agree",NA,NA,"yes",72640,NA,NA,3,72,77,NA,16,47,66,NA,9,"excellent","female",47
542,71,2018,"retired",NA,"married","bachelor",NA,"yes","male",2,23,"yes","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,119879,0,"can trust",0,61,80,NA,16,69,60,NA,6,NA,"male",66
557,71,2018,"retired",NA,"married","bachelor",NA,"yes","male",7,21,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,119879,20,"can't be too careful",6,33,63,NA,16,48,60,NA,6,NA,"male",64
669,71,2018,"retired",NA,"married","high school",NA,"no","female",0,21,"yes","no","somewhat safe","yes","no","too little","strongly agree","legal",NA,"no",72640,NA,"can trust",2,50,68,NA,13,31,48,NA,7,"good","female",24
687,71,2018,"retired",NA,"married","lt high school",NA,"yes","female",13,27,"no","no","very safe","no",NA,"too much","strongly agree",NA,NA,"no",NA,NA,NA,1,34,20,NA,12,NA,27,NA,6,"good","female",32
830,71,2018,"retired",NA,"widowed","high school",NA,NA,"female",1,19,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,37455,1,"can't be too careful",5,NA,NA,NA,12,NA,46,NA,6,NA,"female",31
1087,71,2018,"retired",NA,"married","high school",NA,"yes","female",3,17,"yes","yes","somewhat safe","no","no",NA,"agree",NA,NA,"no",30645,NA,NA,5,38,21,NA,9,35,45,NA,6,"good","female",50
1094,71,2018,"retired",NA,"divorced","bachelor",NA,"no","male",2,21,"no","yes","somewhat safe","no","yes",NA,"strongly agree",NA,NA,"yes",17025,NA,NA,5,NA,NA,NA,16,31,45,NA,8,NA,"male",75
1169,71,2018,"retired",NA,"married","high school",20,"yes","female",0,27,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,20430,0,"can trust",NA,66,62,NA,12,NA,35,NA,NA,NA,"female",38
1333,71,2018,"retired",NA,"married","high school",NA,"yes","female",7,NA,"no","yes","very safe","yes","no","about right","agree",NA,NA,"no",30645,NA,NA,5,49,45,NA,12,NA,27,NA,5,"good","female",33
1341,71,2018,"retired",NA,"married","high school",NA,"yes","male",6,24,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,30645,3,"can't be too careful",NA,47,34,NA,10,31,NA,NA,NA,NA,"male",27
1396,71,2018,"retired",NA,"married","junior college",NA,"yes","male",7,20,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",NA,NA,24970,3,"can't be too careful",3,NA,NA,NA,19,NA,39,NA,6,NA,"male",43
1407,71,2018,"retired",NA,"separated","high school",NA,"yes","female",0,20,"no","yes","very safe",NA,NA,NA,NA,NA,NA,NA,6242,1,"can't be too careful",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"female",61
1463,71,2018,"retired",NA,"separated","high school",NA,"no","female",1,20,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,NA,0,"can't be too careful",NA,NA,NA,NA,13,31,42,NA,NA,NA,"female",40
1580,71,2018,"retired",NA,"married","high school",NA,"yes","male",0,31,"no","yes","very safe","yes","no",NA,"agree",NA,NA,"yes",24970,NA,NA,2,64,82,NA,15,NA,40,NA,6,NA,"male",25
1590,71,2018,"retired",NA,"widowed","bachelor",NA,"yes","male",5,21,"no","yes","very safe","yes","yes",NA,"agree",NA,NA,"yes",17025,NA,NA,2,NA,NA,NA,16,25,NA,NA,6,NA,"male",39
1630,71,2018,"retired",NA,"married","lt high school",NA,"yes","female",6,17,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,20430,2,"can't be too careful",12,35,32,NA,8,NA,28,NA,5,NA,"female",31
1643,71,2018,"retired",NA,"married","graduate",NA,"yes","female",3,25,"yes","yes","very safe","yes","yes","too much","agree",NA,NA,"yes",30645,NA,NA,4,61,80,NA,16,64,37,NA,7,"good","female",61
1997,71,2018,"retired",NA,"married","high school",NA,"no","male",5,17,"no","yes","somewhat unsafe",NA,NA,NA,NA,"legal",NA,NA,24970,1,"can trust",4,59,75,NA,14,28,25,NA,6,NA,"male",45
2147,71,2018,"retired",NA,"divorced","high school",NA,"yes","male",1,24,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,NA,NA,"can't be too careful",6,NA,NA,NA,12,35,27,NA,5,NA,"male",43
2212,71,2018,"retired",NA,"married","high school",40,"yes","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,37455,1,"can trust",3,60,76,NA,14,NA,59,NA,9,NA,"male",35
492,72,2018,"working fulltime",70,"married","graduate",NA,"no","male",3,35,"yes","yes","very safe",NA,NA,NA,NA,NA,3,NA,119879,3,"can trust",NA,69,91,NA,16,NA,80,151050,NA,NA,"male",69
1842,72,2018,"working fulltime",44,"divorced","bachelor",NA,"yes","female",1,32,"no","yes","very safe",NA,NA,NA,NA,"legal",8,NA,54480,2,"can trust",1,NA,NA,NA,16,NA,36,45400,9,NA,"female",52
381,72,2018,"working parttime",20,"married","high school",40,"yes","male",2,38,"no","no","very safe","no","yes","too much","strongly agree","legal",2,"no",45400,NA,"can't be too careful",3,47,38,NA,12,21,35,227,4,"good","male",55
2138,72,2018,"working parttime",6,"married","graduate",NA,"yes","female",0,23,"no","yes","very safe",NA,NA,NA,NA,"not legal",8,NA,37455,0,"can't be too careful",5,65,85,NA,16,NA,35,4086,7,NA,"female",74
342,72,2018,"working fulltime",NA,"married","bachelor",24,"no","male",1,NA,"no","yes","very safe","yes","no",NA,"agree",NA,NA,"yes",119879,NA,NA,4,46,61,NA,16,NA,51,1589,9,NA,"male",54
187,72,2018,"retired",NA,"divorced","lt high school",NA,"yes","female",6,20,"yes","yes","somewhat safe","no","no","too much","agree","not legal",NA,"no",45400,NA,"can't be too careful",8,NA,NA,NA,11,35,NA,45400,4,"good","female",39
520,72,2018,"retired",NA,"married","high school",NA,"yes","male",1,30,"yes","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,24970,1,"can't be too careful",6,45,59,NA,12,47,32,12485,7,NA,"male",48
1047,72,2018,"retired",NA,"separated","high school",NA,"yes","female",2,22,"no","yes","somewhat safe",NA,NA,"too much",NA,"legal",NA,NA,24970,1,"can't be too careful",NA,NA,NA,NA,12,27,59,NA,NA,"excellent","female",48
1080,72,2018,"retired",NA,"married","junior college",NA,"yes","male",5,28,"yes","yes","somewhat safe","yes","no",NA,"agree",NA,NA,"yes",17025,NA,NA,10,43,43,NA,14,NA,45,NA,7,"good","male",56
1140,72,2018,"retired",NA,"divorced","bachelor",NA,"yes","female",3,26,"yes","yes","very safe","yes","yes","about right","strongly agree",NA,NA,"yes",119879,NA,NA,3,NA,NA,NA,20,64,80,151050,10,"poor","female",74
1262,72,2018,"retired",NA,"widowed","high school",NA,"yes","female",1,21,"no","yes","very safe","yes","yes","about right","strongly agree","not legal",NA,"yes",12485,NA,"can trust",4,NA,NA,NA,14,64,24,NA,4,"good","female",48
1331,72,2018,"retired",NA,"divorced","high school",NA,"no","male",1,27,"no","yes","very safe","no","no",NA,"disagree",NA,NA,"no",6242,NA,NA,3,31,37,NA,12,NA,48,NA,4,NA,"male",35
1431,72,2018,"retired",NA,"widowed","high school",NA,"yes","female",1,24,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,NA,1,"can't be too careful",3,NA,NA,NA,14,35,35,NA,4,NA,"female",36
1488,72,2018,"retired",NA,"married","bachelor",NA,"yes","female",3,28,"no","yes","very safe",NA,NA,"about right",NA,"not legal",NA,NA,119879,0,"can trust",NA,73,70,NA,16,25,60,NA,NA,"good","female",59
1545,72,2018,"retired",NA,"divorced","bachelor",NA,"yes","male",2,28,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,30645,2,"can trust",NA,NA,NA,NA,17,31,49,NA,NA,NA,"male",65
1563,72,2018,"retired",NA,"married","graduate",NA,"yes","female",3,NA,"no","yes","very safe",NA,NA,"too little",NA,"legal",NA,NA,30645,0,"can't be too careful",NA,50,57,NA,18,69,35,NA,NA,"fair","female",64
1779,72,2018,"retired",NA,"never married","graduate",NA,"yes","male",3,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,24970,1,"can trust",NA,NA,NA,NA,20,35,35,NA,NA,NA,"male",61
1831,72,2018,"retired",NA,"married","high school",NA,"yes","female",1,40,"yes","no","very safe","yes","no",NA,"agree",NA,NA,"no",30645,NA,NA,2,46,39,NA,13,NA,NA,NA,8,NA,"female",46
1882,72,2018,"retired",NA,"separated","lt high school",NA,"yes","female",11,15,"yes","yes","somewhat unsafe",NA,NA,"about right",NA,"not legal",NA,NA,3405,1,"can't be too careful",NA,NA,NA,NA,8,NA,25,NA,NA,"excellent","female",33
2200,72,2018,"retired",NA,"divorced","high school",NA,"yes","female",9,26,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",NA,NA,5107,1,"can't be too careful",16,NA,NA,NA,14,NA,45,NA,7,NA,"female",48
2347,72,2018,"retired",NA,"married","high school",4,"yes","male",1,31,"no","yes","very safe","yes","yes","about right","disagree","not legal",NA,"yes",24970,NA,"can trust",1,64,84,NA,16,53,50,NA,5,"good","male",47
1999,72,2018,"keeping house",NA,"divorced","graduate",NA,NA,"female",2,21,"no","yes","somewhat safe","no","no","too little","agree","legal",NA,"yes",17025,NA,"can trust",5,NA,NA,NA,19,31,47,NA,7,"excellent","female",62
1837,73,2018,"working parttime",89,"married","junior college",NA,"yes","female",2,19,"no","yes","somewhat safe","yes","no",NA,"strongly agree",NA,3,"yes",37455,NA,NA,3,45,38,NA,14,NA,51,10782,5,NA,"female",40
1754,73,2018,"working fulltime",40,"widowed","high school",NA,"yes","female",7,30,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,5,"no",45400,NA,NA,2,NA,NA,NA,12,25,57,24970,7,NA,"female",40
1679,73,2018,"working fulltime",37,"divorced","bachelor",NA,NA,"male",1,38,"no","yes","somewhat safe","yes","yes",NA,"strongly agree",NA,3,"yes",17025,NA,NA,2,NA,NA,NA,16,28,25,17025,6,NA,"male",54
1931,73,2018,"working fulltime",30,"married","high school",NA,"yes","male",1,19,"no","yes","somewhat safe","yes","no",NA,"strongly agree",NA,6,"yes",54480,NA,NA,4,49,56,NA,11,24,NA,5107,8,NA,"male",55
1290,73,2018,"working fulltime",20,"married","high school",15,NA,"male",1,39,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",8,NA,119879,1,"can trust",2,49,56,NA,15,NA,27,63560,9,NA,"male",74
325,73,2018,"retired",NA,"widowed","lt high school",NA,"yes","male",10,20,"no","yes","very safe","yes","yes","too much","disagree","not legal",NA,"no",NA,NA,"can't be too careful",8,NA,NA,NA,12,NA,27,NA,3,"fair","male",28
517,73,2018,"retired",NA,"married","bachelor",NA,"yes","male",2,27,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,54480,1,"can trust",NA,64,82,NA,16,37,49,NA,NA,NA,"male",47
703,73,2018,"retired",NA,"divorced","high school",NA,NA,"male",6,18,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,12485,0,"can't be too careful",4,36,24,NA,12,NA,45,NA,3,NA,"male",44
733,73,2018,"retired",NA,"married","graduate",NA,NA,"female",2,20,"no","yes","somewhat unsafe","yes","yes","too much",NA,"legal",NA,"yes",30645,NA,"depends",3,28,18,NA,18,31,57,NA,7,"good","female",64
777,73,2018,"retired",NA,"married","high school",40,"no","male",1,NA,"no","yes","very safe","yes","no",NA,"strongly agree",NA,NA,NA,17025,NA,NA,3,52,49,NA,14,NA,35,NA,6,NA,"male",53
800,73,2018,"retired",NA,"never married","junior college",NA,"yes","male",6,NA,"yes","yes","somewhat unsafe","yes","yes","too much","agree",NA,NA,"yes",17025,NA,NA,4,NA,NA,NA,15,25,27,NA,5,"fair","male",47
931,73,2018,"retired",NA,"married","graduate",NA,"yes","male",2,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",NA,NA,54480,2,"can't be too careful",5,38,59,NA,18,35,50,NA,6,NA,"male",73
1162,73,2018,"retired",NA,"married","high school",NA,"no","female",3,31,"no","no","very safe","yes","no","about right","agree","legal",NA,"no",NA,NA,"can trust",5,66,92,NA,12,35,46,NA,7,"fair","female",47
1203,73,2018,"retired",NA,"married","bachelor",NA,"yes","female",3,24,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",NA,NA,30645,1,"can trust",NA,28,22,NA,16,NA,31,NA,NA,NA,"female",61
1571,73,2018,"retired",NA,"widowed","lt high school",NA,"yes","female",10,18,"no","yes","somewhat safe","no","no","too little","strongly agree",NA,NA,"no",5107,NA,NA,7,NA,NA,NA,10,25,NA,NA,6,"good","female",24
